1327, 1761, 7
826, 1591, 7
319, 1030, 6
1549, 319, 4
1618, 790, 4
1596, 25, 2
689, 1062, 2
572, 1210, 2
1164, 234, 2
479, 503, 2
1003, 224, 2
364, 1416, 6
447, 790, 2
234, 920, 8
347, 1440, 2
193, 495, 3
1247, 594, 2
1304, 1062, 3
1732, 627, 4
160, 1012, 2
1045, 1340, 2
1026, 1026, 2
159, 1371, 5
920, 1116, 4
826, 503, 6
84, 1798, 2
1327, 74, 3
337, 1807, 8
1858, 1056, 2
750, 1638, 2
1259, 544, 2
1062, 790, 4
45, 303, 2
495, 1359, 10
1116, 209, 2
1251, 737, 2
319, 519, 4
1, 1207, 2
1832, 1549, 3
524, 1449, 4
1657, 319, 8
952, 819, 2
1, 1834, 2
79, 1251, 2
1770, 503, 2
1449, 319, 18
1583, 244, 3
1544, 1522, 3
514, 1056, 2
398, 1074, 6
1055, 81, 2
1625, 394, 6
512, 340, 2
1285, 444, 3
81, 1691, 2
824, 1236, 3
1413, 621, 2
252, 405, 4
1590, 0, 2
675, 1030, 3
650, 507, 2
680, 680, 2
150, 1542, 2
118, 1424, 2
1345, 667, 9
1662, 1558, 2
1260, 723, 3
1789, 495, 13
1410, 423, 2
1400, 1062, 2
1054, 661, 7
67, 1181, 9
418, 910, 2
319, 529, 2
1241, 534, 2
881, 1213, 2
1656, 262, 2
1760, 1059, 2
614, 998, 2
1416, 481, 2
1769, 1416, 2
110, 920, 3
302, 365, 2
1075, 1361, 2
1391, 1068, 2
851, 959, 2
151, 1228, 2
496, 870, 2
1759, 1759, 2
1728, 1416, 2
175, 826, 2
393, 1132, 2
1635, 1111, 2
369, 1638, 2
1708, 495, 3
1, 405, 2
1713, 924, 2
797, 1498, 2
1818, 1183, 2
783, 1416, 2
401, 1073, 3
32, 277, 2
687, 654, 3
149, 139, 2
331, 1591, 2
481, 800, 3
1617, 1059, 2
594, 528, 2
354, 322, 2
1137, 1232, 2
1, 1484, 3
1853, 514, 2
116, 829, 2
1556, 538, 2
1327, 1359, 4
1291, 9, 2
476, 1591, 2
459, 789, 3
1638, 1567, 2
1248, 818, 2
284, 1724, 2
1105, 562, 2
1033, 1719, 2
1731, 0, 3
966, 1232, 2
90, 920, 2
684, 102, 2
1277, 205, 2
655, 976, 3
480, 1638, 2
1030, 1407, 3
1747, 1826, 4
1447, 818, 2
252, 252, 2
1175, 1119, 3
441, 1550, 5
1013, 1591, 4
1072, 319, 2
575, 1625, 2
1241, 354, 3
519, 181, 4
322, 829, 2
1172, 556, 2
715, 1593, 2
1323, 38, 2
829, 354, 2
1001, 1002, 2
346, 972, 2
293, 175, 2
1254, 1107, 2
881, 17, 2
1762, 1260, 2
920, 1327, 6
1760, 1051, 2
238, 871, 2
641, 1526, 2
1591, 920, 2
1719, 236, 2
867, 748, 2
692, 1305, 2
56, 719, 2
920, 1628, 2
1066, 319, 6
1310, 1236, 2
944, 1116, 2
1795, 1293, 2
218, 1260, 2
1245, 927, 2
1385, 1700, 2
67, 304, 2
354, 1128, 2
1237, 594, 2
340, 1419, 2
121, 121, 3
480, 723, 2
858, 1096, 2
1506, 969, 2
1241, 1445, 5
1869, 498, 2
1346, 1689, 3
628, 1537, 3
1264, 233, 2
1809, 1059, 2
527, 1575, 2
1080, 364, 3
830, 124, 2
793, 917, 2
1391, 1260, 2
1798, 1665, 2
761, 1332, 2
580, 1655, 4
255, 1260, 2
1474, 1389, 4
767, 1174, 2
320, 1181, 4
354, 641, 3
267, 1833, 2
480, 150, 2
985, 607, 2
1059, 1508, 2
819, 1072, 6
340, 1464, 3
264, 288, 2
1837, 627, 2
354, 707, 2
834, 236, 2
683, 747, 2
1380, 1804, 2
992, 326, 3
1716, 0, 2
1804, 1830, 2
1624, 476, 2
1, 1773, 2
271, 1068, 2
560, 778, 2
594, 462, 2
1723, 881, 2
384, 1048, 2
1582, 1614, 3
1719, 979, 2
288, 969, 2
1829, 85, 3
1062, 830, 2
1007, 1482, 3
269, 920, 3
1299, 1076, 3
761, 966, 3
1683, 340, 4
826, 340, 2
229, 345, 2
1797, 660, 5
763, 460, 2
1123, 308, 2
1606, 1579, 7
829, 1818, 3
871, 1626, 2
935, 319, 3
1100, 361, 2
909, 917, 2
1350, 315, 2
1719, 105, 2
454, 1168, 3
319, 647, 2
495, 1841, 5
480, 689, 2
969, 1244, 2
726, 1125, 2
790, 1105, 4
1682, 1586, 5
319, 757, 2
160, 1241, 3
1171, 920, 3
651, 1128, 2
444, 1614, 2
362, 1168, 3
1602, 322, 2
1236, 1329, 2
1171, 361, 3
1256, 354, 2
1182, 1223, 4
1, 1090, 2
380, 1788, 2
748, 933, 2
363, 817, 2
603, 1578, 2
1523, 1416, 2
966, 594, 2
730, 1212, 2
1059, 251, 3
826, 218, 2
1782, 370, 3
627, 700, 2
79, 1618, 3
104, 1599, 3
984, 1430, 2
1623, 1062, 3
1418, 1729, 9
45, 1434, 2
881, 346, 3
76, 807, 2
761, 319, 22
508, 23, 3
1188, 110, 2
770, 103, 2
1739, 1741, 2
151, 1769, 2
1686, 444, 2
1591, 1596, 2
1579, 1182, 2
887, 1167, 3
664, 1259, 2
482, 319, 2
79, 1236, 3
47, 159, 5
969, 1245, 4
1518, 1276, 2
1087, 1413, 2
101, 244, 3
1107, 999, 2
407, 1002, 3
9, 920, 2
1785, 1719, 2
1360, 802, 3
426, 920, 4
1098, 1032, 3
790, 1217, 2
58, 0, 2
178, 1580, 2
1080, 1062, 5
1012, 462, 2
1832, 1719, 3
319, 1241, 7
1475, 1064, 2
848, 167, 2
103, 319, 8
583, 1237, 2
1105, 723, 4
1094, 1017, 3
953, 67, 2
480, 1423, 2
1365, 480, 11
1595, 969, 2
775, 1676, 2
238, 534, 3
340, 1638, 2
1818, 481, 2
1420, 920, 3
1059, 1381, 2
1719, 1609, 9
66, 881, 3
1296, 1712, 4
134, 75, 2
895, 1526, 2
66, 1429, 2
495, 1128, 2
955, 824, 3
495, 348, 2
1651, 0, 2
1599, 1298, 2
899, 778, 2
85, 1416, 3
1344, 1497, 3
965, 1837, 2
338, 522, 2
845, 4, 2
1374, 1747, 16
857, 913, 2
1329, 507, 2
298, 1383, 3
577, 358, 2
444, 1560, 3
1558, 1808, 2
19, 1423, 2
1310, 10, 2
428, 920, 3
160, 1019, 2
1837, 472, 3
748, 964, 3
369, 1260, 2
666, 79, 17
1545, 89, 2
567, 354, 6
963, 597, 2
723, 881, 2
36, 1638, 2
1535, 599, 14
244, 1059, 2
265, 1066, 3
1645, 0, 2
1228, 116, 2
1829, 1830, 2
1260, 160, 2
66, 1280, 2
1830, 592, 2
31, 734, 2
390, 708, 3
413, 1445, 2
1761, 339, 2
1864, 319, 3
729, 244, 2
1, 733, 2
704, 495, 2
418, 1039, 2
1182, 1182, 2
150, 826, 5
244, 1241, 2
1181, 1611, 2
1757, 1324, 2
1599, 1416, 2
1416, 1542, 3
514, 1705, 3
538, 262, 2
79, 723, 2
695, 1789, 4
1095, 1059, 4
748, 375, 3
319, 148, 2
879, 1108, 3
820, 150, 5
515, 1719, 3
1062, 793, 3
318, 1100, 2
1762, 1177, 2
891, 1769, 2
67, 811, 2
1818, 1733, 2
379, 495, 2
632, 1564, 3
1697, 1696, 2
1359, 1552, 2
1315, 1676, 2
532, 1771, 2
480, 1416, 7
1816, 1681, 5
1512, 244, 13
410, 319, 2
292, 1695, 2
1804, 1416, 2
878, 333, 2
519, 121, 6
162, 317, 2
106, 223, 2
826, 38, 2
1718, 776, 2
1817, 142, 2
180, 1682, 2
1773, 887, 6
1823, 234, 2
1835, 1449, 4
47, 126, 2
921, 1174, 3
1446, 301, 2
465, 481, 2
655, 118, 4
175, 1241, 2
1579, 369, 3
99, 1664, 3
462, 1591, 2
1002, 424, 3
81, 651, 9
319, 1610, 2
1757, 655, 3
456, 1288, 2
585, 1292, 2
221, 344, 2
1194, 1241, 2
851, 1469, 2
1656, 1365, 5
881, 1809, 2
386, 1242, 6
1182, 28, 2
1569, 894, 2
1609, 340, 3
1591, 36, 2
1068, 981, 2
889, 173, 2
1837, 722, 2
1241, 1381, 2
405, 1425, 2
1042, 1545, 2
593, 1267, 2
369, 1330, 3
1542, 319, 2
1298, 224, 3
401, 693, 6
319, 1796, 7
183, 480, 2
66, 1236, 4
1719, 1208, 11
1804, 1428, 2
480, 1829, 2
824, 1241, 5
1040, 1226, 2
1738, 495, 2
761, 1416, 3
887, 1773, 4
176, 166, 2
701, 1166, 2
452, 1416, 2
1837, 1340, 2
479, 1760, 2
319, 1637, 2
119, 658, 2
1719, 373, 2
1512, 175, 5
1226, 1256, 2
507, 771, 2
1590, 270, 2
1236, 645, 2
525, 354, 4
718, 1646, 3
1020, 1020, 4
319, 1649, 2
1591, 179, 3
1824, 1725, 3
942, 1364, 2
118, 1285, 2
39, 271, 2
669, 1731, 3
1545, 1719, 15
1088, 313, 3
1123, 699, 2
835, 835, 2
629, 1735, 3
1319, 456, 3
912, 45, 2
680, 406, 7
88, 144, 2
1170, 160, 2
954, 1445, 2
431, 1809, 2
462, 1846, 4
9, 594, 2
1368, 643, 2
528, 528, 3
209, 1440, 2
495, 1618, 3
798, 319, 7
1103, 480, 2
251, 1181, 2
1105, 881, 5
472, 140, 2
358, 879, 3
1591, 1062, 2
1317, 364, 2
790, 1785, 3
1772, 1786, 2
73, 555, 2
476, 1255, 3
627, 1059, 2
1372, 449, 2
340, 518, 2
1241, 1165, 2
1305, 854, 3
1009, 693, 3
1339, 480, 2
545, 655, 2
833, 920, 2
562, 1259, 2
549, 1626, 3
920, 1245, 2
1407, 1022, 3
1491, 1148, 2
219, 1072, 5
1125, 495, 2
1542, 971, 3
700, 985, 2
890, 1126, 2
111, 920, 5
1181, 1758, 2
1005, 871, 2
1445, 864, 4
90, 1536, 2
290, 888, 2
939, 1164, 4
730, 122, 2
1258, 106, 2
1591, 1298, 2
132, 51, 2
1602, 735, 2
1416, 655, 3
1172, 244, 4
1653, 1070, 2
1806, 1023, 2
260, 1702, 2
1295, 1447, 2
1290, 1494, 2
1630, 1416, 2
1852, 829, 2
1720, 422, 3
1837, 1366, 2
347, 967, 2
243, 205, 2
1622, 972, 2
969, 264, 2
474, 1036, 2
830, 1501, 2
1282, 996, 2
1228, 346, 2
66, 547, 2
849, 435, 4
401, 1082, 3
245, 1719, 2
209, 1439, 2
800, 1267, 2
1223, 1830, 2
1210, 209, 2
1719, 920, 23
982, 1250, 2
477, 1508, 2
480, 547, 3
1105, 26, 3
1319, 1602, 2
303, 1632, 2
1002, 739, 3
1477, 1416, 6
236, 495, 3
405, 252, 3
1332, 802, 4
964, 1002, 3
683, 110, 6
116, 1176, 2
1363, 961, 2
389, 495, 23
1752, 234, 3
631, 1693, 2
1072, 1618, 2
210, 945, 2
1542, 1271, 3
487, 830, 4
723, 1719, 2
446, 319, 7
9, 1163, 3
730, 1285, 4
1217, 1623, 3
117, 1717, 3
1379, 1268, 2
1239, 63, 2
495, 470, 2
1501, 914, 2
1719, 340, 3
238, 1304, 2
1818, 1247, 3
480, 1445, 3
1193, 319, 2
5, 1629, 2
1397, 5, 2
1083, 244, 2
1277, 9, 6
920, 1686, 2
1440, 1194, 2
400, 913, 2
1241, 21, 2
1526, 1622, 2
1157, 1731, 9
387, 693, 2
155, 713, 2
18, 174, 2
1308, 1003, 2
977, 760, 2
1739, 637, 2
340, 1832, 2
920, 667, 4
887, 920, 2
850, 1405, 3
608, 1732, 3
759, 818, 2
1837, 90, 8
480, 1683, 3
1089, 61, 2
879, 229, 3
802, 784, 2
758, 1029, 2
1053, 223, 2
1241, 1053, 3
319, 459, 3
316, 1100, 2
546, 1105, 2
1211, 1416, 2
972, 737, 2
998, 150, 2
480, 67, 2
1182, 1638, 2
1579, 1116, 2
1425, 374, 2
1289, 966, 3
881, 1228, 3
944, 864, 2
480, 1381, 4
1283, 9, 2
319, 575, 4
354, 1686, 2
317, 1100, 2
1714, 1298, 2
346, 1686, 2
319, 1455, 2
1337, 84, 2
1837, 944, 3
986, 1537, 2
651, 90, 3
1537, 376, 15
782, 401, 3
358, 594, 10
1009, 1774, 3
585, 755, 2
1333, 1719, 13
268, 1376, 2
707, 354, 2
1416, 244, 2
1683, 1247, 3
1039, 1729, 3
1472, 664, 9
1762, 1416, 2
819, 1686, 2
1312, 627, 2
966, 710, 2
319, 1118, 5
1370, 819, 2
920, 67, 6
1826, 1751, 12
992, 426, 3
586, 721, 2
117, 557, 2
590, 35, 2
519, 1421, 2
1220, 943, 2
238, 1837, 2
1050, 495, 3
664, 784, 8
1855, 709, 2
495, 1253, 2
112, 127, 4
1062, 1686, 3
1419, 480, 2
252, 1739, 4
480, 966, 2
1105, 1445, 2
244, 1618, 5
1618, 723, 9
1415, 164, 3
1298, 284, 2
1489, 297, 2
917, 1295, 2
1113, 976, 5
1057, 1730, 2
1544, 909, 3
401, 970, 2
442, 1332, 2
1207, 1545, 2
843, 759, 4
594, 347, 3
1132, 495, 2
1825, 1521, 2
535, 0, 2
434, 1402, 2
1182, 919, 2
627, 920, 3
775, 1187, 2
423, 1033, 2
1416, 223, 2
824, 1455, 2
1732, 9, 2
462, 272, 6
920, 1828, 2
1344, 1085, 3
213, 951, 9
62, 615, 2
1822, 1338, 2
1837, 594, 2
748, 9, 3
1134, 1305, 2
1851, 1305, 2
1037, 229, 2
480, 1446, 2
688, 1063, 2
1818, 444, 2
155, 408, 2
620, 1743, 3
1348, 1068, 2
1717, 627, 2
920, 1804, 3
67, 323, 2
15, 1490, 2
1174, 1739, 2
1834, 386, 4
443, 320, 2
920, 1506, 4
972, 655, 3
1255, 1348, 2
1327, 507, 2
17, 98, 2
1806, 447, 18
688, 1402, 4
673, 578, 2
664, 1701, 3
942, 1568, 2
824, 955, 3
711, 1374, 16
1332, 268, 3
1567, 402, 2
757, 1837, 2
910, 1657, 8
271, 402, 2
1348, 1139, 8
1762, 159, 2
1719, 422, 2
1526, 1719, 2
1080, 1187, 2
1591, 1331, 2
1687, 1474, 2
1526, 1020, 3
1, 1300, 3
368, 1610, 2
933, 1616, 2
1754, 1086, 3
1618, 1416, 2
1012, 244, 2
1141, 495, 5
1769, 1489, 3
1260, 135, 2
480, 325, 2
1070, 784, 3
1830, 1507, 2
594, 1710, 2
1729, 495, 27
1719, 1635, 2
1323, 1808, 2
803, 1445, 2
1416, 1522, 4
1785, 1062, 3
1445, 824, 2
480, 238, 3
970, 1012, 6
1028, 1241, 2
1, 647, 5
319, 948, 2
143, 506, 4
114, 1630, 2
1428, 238, 2
798, 1147, 2
884, 1416, 3
684, 477, 2
1520, 319, 2
480, 1586, 4
1100, 319, 6
1828, 1809, 2
1148, 1277, 3
209, 235, 2
305, 1445, 5
240, 239, 2
1316, 132, 2
1062, 693, 4
495, 830, 2
90, 81, 27
480, 1522, 2
468, 1643, 3
1076, 360, 3
1830, 665, 3
1815, 0, 2
1489, 244, 4
341, 808, 2
481, 1365, 3
464, 191, 2
1288, 93, 2
503, 826, 4
81, 1500, 2
1733, 1687, 2
937, 219, 3
1808, 1239, 2
1789, 1420, 3
1531, 1626, 2
116, 641, 2
660, 1022, 2
469, 0, 2
150, 117, 2
516, 1418, 9
1767, 229, 9
1534, 921, 3
354, 1710, 2
364, 320, 2
319, 253, 2
476, 1683, 3
1365, 1656, 2
408, 1136, 2
1199, 1592, 3
1465, 454, 3
1610, 747, 2
255, 237, 2
1244, 1236, 2
948, 58, 2
721, 490, 2
636, 1000, 3
1381, 1267, 2
1237, 1247, 2
1246, 545, 2
813, 1337, 2
101, 664, 3
145, 347, 2
371, 319, 2
817, 993, 2
160, 503, 2
1416, 581, 3
1278, 1591, 2
1288, 67, 2
1771, 761, 3
627, 1128, 2
893, 698, 4
1493, 1416, 3
864, 1445, 7
118, 1012, 3
771, 885, 3
1416, 1630, 3
1416, 352, 2
53, 252, 2
1437, 507, 3
940, 1738, 2
395, 0, 2
495, 535, 2
1192, 1473, 2
1, 1352, 2
1105, 1062, 3
302, 611, 2
1810, 1614, 2
79, 969, 3
373, 920, 2
1114, 319, 2
1837, 1428, 2
238, 689, 2
606, 0, 2
898, 849, 2
1051, 114, 2
150, 1618, 2
878, 544, 2
817, 956, 2
1806, 1333, 13
748, 1051, 2
920, 28, 2
1222, 464, 2
1181, 1791, 2
319, 1837, 4
855, 1096, 3
1073, 1012, 3
1105, 1012, 2
140, 218, 2
1578, 585, 2
1638, 30, 2
478, 1168, 2
510, 160, 2
1380, 1026, 2
284, 459, 3
45, 1462, 2
901, 991, 2
1, 723, 2
1719, 1588, 2
843, 520, 2
1848, 1848, 2
1507, 1790, 2
664, 244, 2
1633, 1708, 2
324, 1542, 3
529, 244, 6
1747, 1796, 10
941, 1638, 2
1313, 1340, 2
238, 1455, 2
1012, 1591, 4
771, 632, 3
1258, 955, 2
1461, 720, 2
881, 138, 2
1002, 0, 2
9, 432, 2
238, 779, 2
1586, 1445, 7
304, 1809, 2
853, 1704, 2
1832, 1327, 2
160, 215, 3
723, 793, 3
354, 594, 2
1260, 1236, 3
175, 66, 2
761, 1522, 2
742, 1776, 3
1807, 1729, 11
1719, 1806, 4
456, 1442, 4
563, 480, 3
1440, 244, 3
1452, 988, 3
1, 1660, 2
1156, 72, 2
663, 767, 2
1562, 1381, 2
535, 1830, 2
604, 589, 2
656, 896, 8
843, 663, 2
284, 966, 2
480, 1508, 2
793, 867, 2
55, 1122, 2
818, 1354, 2
244, 7, 2
157, 577, 2
1012, 1762, 2
1127, 319, 2
1830, 983, 3
104, 1682, 2
92, 1837, 3
1483, 1156, 2
495, 1837, 5
1260, 1618, 2
1506, 1236, 2
521, 1428, 2
150, 69, 2
1103, 46, 2
1437, 627, 2
931, 1489, 5
1428, 324, 2
1610, 1801, 2
1616, 397, 3
637, 1139, 2
106, 1352, 2
402, 688, 2
845, 579, 2
920, 1105, 5
1686, 1228, 2
340, 229, 2
1393, 495, 4
1660, 1548, 4
11, 1146, 3
1365, 1234, 2
1830, 1290, 2
1104, 1626, 3
1292, 1416, 3
462, 462, 2
495, 1176, 2
1105, 1116, 2
1652, 185, 2
1731, 920, 34
1059, 562, 2
1468, 244, 2
1804, 472, 2
1733, 1171, 3
1416, 1769, 3
159, 1571, 2
1228, 1474, 5
655, 1804, 3
1837, 602, 2
1602, 1427, 2
319, 920, 2
1803, 1618, 3
450, 1224, 2
150, 1178, 2
319, 1472, 2
840, 604, 2
1861, 1783, 2
340, 1113, 2
301, 1526, 2
66, 790, 2
474, 1294, 2
1131, 247, 2
748, 1751, 4
1078, 495, 6
1609, 784, 2
90, 629, 2
315, 1012, 4
206, 1348, 3
919, 1197, 2
1719, 239, 3
319, 1382, 2
52, 1516, 7
1311, 535, 2
839, 55, 2
67, 1611, 4
405, 0, 3
1591, 456, 2
1830, 1804, 3
1088, 495, 4
1, 254, 3
972, 989, 2
1236, 723, 9
1830, 1269, 3
552, 594, 4
1499, 1319, 2
915, 602, 6
1832, 798, 2
208, 495, 2
1591, 1618, 2
1463, 1200, 2
1056, 495, 6
627, 931, 3
1830, 66, 2
90, 1796, 2
432, 603, 2
1778, 1545, 3
1591, 594, 2
1683, 1181, 2
236, 13, 4
113, 1730, 2
1236, 1437, 6
481, 930, 2
484, 495, 4
472, 1714, 4
972, 1581, 2
985, 92, 8
441, 1765, 3
44, 1295, 5
1579, 761, 2
505, 969, 2
377, 1699, 2
225, 664, 2
1252, 693, 2
78, 1134, 3
395, 1278, 2
525, 1260, 2
1243, 241, 2
2, 194, 3
824, 824, 2
303, 966, 2
1128, 1245, 142
438, 144, 2
1623, 1476, 2
987, 523, 3
319, 1618, 3
613, 1037, 5
244, 594, 2
76, 1247, 3
944, 1777, 2
1586, 1281, 2
1594, 1047, 2
1755, 980, 2
79, 873, 2
1116, 1764, 3
47, 1068, 2
1719, 182, 3
1847, 1460, 2
1041, 68, 2
565, 514, 2
902, 1730, 2
1266, 251, 2
148, 1732, 2
420, 1049, 6
642, 495, 4
1029, 774, 2
1244, 244, 2
1731, 1128, 4
461, 1327, 2
9, 1244, 2
1139, 1080, 2
1381, 1673, 2
160, 707, 2
1526, 899, 2
1044, 1503, 2
1129, 814, 3
1423, 480, 2
947, 401, 2
1116, 1854, 2
1313, 1278, 3
1422, 1416, 3
1115, 1114, 2
467, 824, 2
9, 1766, 2
1160, 525, 2
1403, 1126, 2
881, 1686, 2
1169, 1818, 3
1727, 49, 4
1355, 1564, 2
969, 1094, 2
1804, 1560, 2
192, 1116, 2
480, 340, 3
284, 1445, 2
975, 0, 2
150, 224, 3
67, 1488, 2
749, 1466, 4
868, 1645, 2
1526, 1682, 2
506, 115, 2
143, 143, 2
650, 189, 2
1, 300, 10
1105, 1148, 2
300, 609, 14
1698, 495, 3
1244, 561, 3
1359, 0, 2
761, 303, 2
160, 1674, 2
1560, 1620, 2
1749, 371, 2
358, 741, 2
864, 168, 2
1837, 1602, 2
1470, 769, 2
489, 1573, 3
1334, 478, 2
918, 753, 3
1260, 1719, 2
548, 67, 2
694, 354, 6
735, 285, 2
745, 723, 4
1308, 79, 4
429, 793, 2
1332, 892, 8
164, 76, 3
29, 508, 3
90, 890, 2
151, 1116, 2
577, 1264, 2
117, 1267, 2
462, 1855, 2
1245, 286, 2
72, 1174, 2
1581, 949, 2
1683, 1139, 2
327, 1504, 4
1081, 244, 4
1720, 200, 2
1300, 1059, 3
94, 1103, 2
